x,y,t,h
936,625,4,776681.25
934,630,4,776488
937,631,8,776660
948,631,3.90000000002328,776751.75
946,628,4,776758.5
946,626,8,776712
942,627,4,776697.25
944,627,4,776709.25
947,620,8,777055.75
941,617,4,776338.5
945,611,4,777124
949,612,4,777097.25
950,605,4,777447.75
951,607,3.89999999990687,777450.5
952,607,4,777237.25
952,613,8,777171.75
951,613,4,777092
952,610,4,777166.5
950,606,8,777448
951,613,4,777092
949,608,4,777137.25
950,618,4,777080
947,614,4,777105.25
948,619,4,777077.25
949,616,3.90000000002328,777073.25
947,616,4,777071.75
946,613,4,777117.25
947,613,4,777118.5
947,614,4,777105.25
949,609,4,777138.5
944,609,4,777129.25
923,604,4,774837.25
942,605,4,777485.25
940,605,4,777481.25
940,606,4,777478.5
941,600,4,777497.25
935,601,4,777596
932,598,3.90000000002328,777612
937,611,4,776262.5
934,610,4,776242.5
933,613,8,776226.5
937,603,4,777518.5
933,619,3.90000000002328,776414.5
933,623,7.90000000002328,776388
930,619,3.89999999990687,776417.25
941,618,3.90000000002328,776349.25
938,622,7.90000000002328,776370.5
943,620,3.90000000002328,776357.25
942,626,4,776696
941,622,7.79999999993015,776365.25
944,612,3.90000000002328,777114.5
940,615,4,776303.75
941,621,7.80000000004657,776354.5
946,616,4,777068
946,615,3.90000000002328,777107.75
949,615,3.89999999990687,777102.5
946,617,3.90000000002328,777069.25
943,616,4,776341.25
795,605,121.900000000023,759838.5
790,558,4,763752
793,537,7.80000000004657,763944
794,588,4,760734.5
790,554,3.89999999990687,763762.5
789,528,7.90000000002328,764057.25
786,555,3.90000000002328,763723.75
795,540,3.90000000002328,763935.75
798,532,4.09999999997672,763980
792,529,4,764011.75
797,524,4,764833.25
793,530,4,764013.25
791,519,4,764714.5
788,523,4,764789.25
788,524,4,764768
788,521,4,764793.25
791,518,4,764713.25
791,517,4,764710.5
780,521,4,764443.75
781,513,4,764664
785,484,4,851217.25
786,515,4,764681.25
805,573,4,762824
785,522,4.09999999997672,764749.25
796,508,4,851616
789,518,4,764717.25
792,518,4,764886.5
810,503,8,848345.25
460,606,92.2000000000698,516876
450,619,4,517345.25
458,606,4,516882.5
468,595,4,516661.25
465,611,4,518052
466,607,4,516859.75
468,625,4,517649.25
465,592,4,516611.75
471,590,4,516545.25
467,592,4,516613.25
