x,y,t,h
980,572,4,783584
980,574,4,783598.5
979,574,4,783603.75
978,574,4,783602.5
977,572,4,783609.25
977,568,4,783553.25
977,565,4,783538.5
977,565,3.90000000002328,783538.5
978,567,4,783547.75
978,571,8,783561.25
979,572,4,783605.25
980,572,4,783584
980,570,8,783582.5
981,569,4,783570.5
982,570,4,783576
982,573,8,783591.75
983,576,4,778559.75
984,580,4,778618.5
984,578,8,778564
984,574,4,783382.5
984,571,4,783397.25
983,571,8,783578.5
982,570,4,783576
981,571,4,783580
979,575,8,783600
822,556,63.9000000000233,762340
822,554,4,762328
822,555,4,762331.75
824,557,4,762137.25
820,557,4,762337.25
817,558,4,762365.25
815,559,8,762368
813,557,4,762376
812,554,4,762420
813,548,7.90000000002328,762443.75
814,544,4,762454.5
814,545,4,762455.75
814,547,8,762449.25
815,548,4,762447.75
815,550,4,762433.25
815,554,8,762427.75
677,388,55.5999999999767,861835.75
674,383,3.90000000002328,907609.25
671,381,3.89999999990687,906924
666,375,3.90000000002328,906963.75
663,373,4,906790.5
661,369,3.90000000002328,906770.5
659,366,3.90000000002328,907089.25
658,365,4,907101.25
659,365,3.90000000002328,907102.5
658,366,3.89999999990687,907090.5
657,368,4,906753.25
656,368,3.90000000002328,906752
655,370,3.90000000002328,906747.75
654,372,4,906694.5
655,375,3.90000000002328,906688
655,377,3.90000000002328,906686.5
654,379,3.89999999990687,906675.75
653,381,7.90000000002328,906658.5
652,383,3.90000000002328,906661.25
652,383,4,906661.25
650,381,7.80000000004657,906653.25
649,378,4,906637.25
648,374,3.89999999990687,906710.5
647,369,3.90000000002328,906518.5
646,362,7.90000000002328,906450.5
646,359,3.90000000002328,906281.25
645,354,4,906295.75
645,351,7.79999999993015,906220
644,347,3.90000000002328,906207.75
644,345,4,906193.25
643,343,7.80000000004657,906170.5
643,342,4,906169.25
642,342,3.90000000002328,906168
642,343,7.89999999990687,906171.75
642,346,3.90000000002328,906184
641,349,3.90000000002328,906232
640,351,4,906239.75
640,355,3.90000000002328,906255.75
639,355,3.90000000002328,885754.5
638,357,4,885703.75
637,359,3.89999999990687,885710.5
637,360,3.90000000002328,885691.75
592,357,27.5,888083.75
590,356,4,888006.5
582,356,3.90000000002328,887844
578,355,7.90000000002328,887817.25
576,353,3.90000000002328,887811.75
574,352,3.89999999990687,889174.5
571,351,7.90000000002328,892570.5
569,349,3.90000000002328,892562.5
