x,y,t,h
925,520,4,770841.25
927,521,8,770836
930,521,4,771143.75
934,521,4,771197.25
940,521,8,771257.25
945,520,4,771561.25
948,519,4,771365.25
952,519,8,771455.75
956,518,4,771438.5
959,516,4,771429.25
962,512,7.89999999990687,785068
963,511,4,790512
964,510,4,790510.5
961,510,8,790525.25
958,508,4,790540
952,508,4,790576
948,510,8,790604
946,511,4,790611.75
940,512,4,771312
937,514,8,771303.75
935,515,4,771098.5
931,518,4,771123.75
929,520,4,771139.75
928,522,4,771150.5
928,523,4,771151.75
928,523,8,771151.75
928,521,4,771137.25
928,518,4,771132
928,515,4,771077.25
929,512,8,771073.25
931,512,4,771087.75
934,509,4,791501.25
936,509,8,791483.75
941,507,4,791452
943,505,4,791446.5
946,503,8,790675.75
946,501,4,790685.25
947,500,4,790687.75
947,498,8,790689.25
948,498,4,790708
948,499,4,790709.25
947,500,4,790687.75
946,501,4,790685.25
946,502,4,790674.5
944,503,4,790677.25
942,504,4,791444
941,506,4,791453.25
940,509,4,791457.25
941,510,4,791469.25
941,513,4,771314.5
941,515,4,771318.5
360,290,59.2999999998137,143980
359,294,4,144001.25
359,294,3.90000000037253,144001.25
357,301,7.89999999990687,144098.5
357,302,3.89999999990687,144109.25
357,300,3.89999999990687,144099.75
355,304,7.89999999990687,144133.25
353,310,3.90000000037253,144151.75
352,312,4,144362.5
353,315,7.79999999981374,144366.5
354,318,4,144376
355,320,3.89999999990687,143023.75
355,321,7.89999999990687,143022.5
354,321,3.90000000037253,143021.25
353,320,3.89999999990687,143019.75
353,318,7.89999999990687,144381.25
353,317,3.89999999990687,144370.5
353,316,4,144371.75
350,314,3.89999999990687,144440
351,312,3.90000000037253,144447.75
352,311,4,144149.25
351,310,3.89999999990687,144449.25
352,309,3.89999999990687,144147.75
353,308,4,144145.25
354,307,3.89999999990687,144139.75
356,306,3.89999999990687,144182.5
356,306,4,144182.5
359,307,3.90000000037253,144176
361,307,3.89999999990687,144198.5
364,308,4,144224
365,309,3.89999999990687,144226.5
369,310,3.89999999990687,143511.75
371,312,4,143471.75
372,314,3.89999999990687,143476
374,315,3.90000000037253,143481.25
376,316,4,143408
376,319,3.89999999990687,143423.75
377,320,7.89999999990687,143339.75
375,321,3.89999999990687,143126.5
375,322,3.89999999990687,143129.25
373,322,7.90000000037253,143133.25
372,322,3.89999999990687,143134.5
370,322,4,143112
369,321,8,143106.5
369,320,4,143105.25
369,319,4,143444
369,316,8,143451.75
371,313,4,143470.5
373,311,4,143502.5
375,309,8,143492
376,307,4,143567.75
378,305,4,143559.75
379,303,4,143632
381,301,4,143624
382,300,4,143622.5
382,298,4,143672
382,297,4,143677.25
382,297,4,143677.25
382,297,4,143677.25
381,296,4,143665.25
380,295,4,143685.25
380,294,4,143686.5
380,294,4,143686.5
381,294,4,143687.75
380,294,4,143686.5
379,295,4,143738.5
378,296,4,143660
378,298,4,143650.5
376,301,4,143641.25
375,303,4,143850.5
374,305,4,143549.25
374,308,8,143494.5
372,312,4,143472
371,315,4,143456
369,318,8,143447.75
368,319,4,143445.25
368,320,4,143104
367,320,8,143103.75
367,320,4,143103.75
367,317,4,144294.5
368,316,8,143450.5
369,315,4,143460
371,314,4,143457.25
374,315,8,143481.25
378,314,3.89999999990687,143394.5
381,314,4,143389.25
383,313,8,143380
382,312,4,143382.5
382,311,4,143593.25
383,310,4,143595.75
382,310,4,143592
380,309,4,143587.75
378,308,4,143582.5
375,307,4,143546.5
372,304,4,143536
367,302,4,143875.75
364,301,4,143883.75
361,299,4,143908
359,299,4,144090.5
358,298,4,144088
356,295,4,144005.25
354,293,4,144055.75
352,291,4,144047.75
348,289,4,145395.75
345,286,4,145431.75
341,285,4,145634.5
337,282,4,145607.75
334,281,4,145687.75
330,279,8,145881.25
328,277,4,145875.75
325,276,4,145801.25
324,276,8,145802.5
322,277,4,145821.25
321,278,4,145815.75
323,278,8,145809.25
326,279,4,145793.25
328,279,4,145877.25
332,280,8,145690.5
334,281,4,145687.75
339,284,4,145653.25
340,285,8,145633.25
342,286,4,145640
344,288,4,145386.5
347,288,8,145391.75
349,289,4,145394.5
348,289,4,145395.75
348,289,4,145395.75
349,289,4,145394.5
346,288,4,145388
344,285,4,145433.25
342,283,4,145627.75
341,278,4,145543.75
338,274,4,145570.5
334,270,4,145922.5
331,267,4,145952
328,265,4,145963.75
326,263,4,146049.25
324,262,4,146060
323,259,3.89999999990687,146080
323,256,4,146095.75
323,255,4,116048
322,253,4,116061.25
322,253,4,116061.25
323,253,3.89999999990687,116062.5
325,253,3.90000000037253,116040
1399,467,74.6999999997206,1207440
1404,462,3.89999999990687,1208228
1405,466,3.90000000037253,1207389.25
1405,465,4,1207384
1407,468,3.89999999990687,1207375.75
1407,469,3.89999999990687,1207374.5
1410,468,3.89999999990687,1217460
1412,467,4,1217439.75
1414,465,3.89999999990687,1217431.75
1416,462,3.90000000037253,1216660
1417,461,4,1216658.5
1418,460,3.89999999990687,1216670.5
1418,460,3.89999999990687,1216670.5
1418,460,3.89999999990687,1216670.5
1418,461,4,1216669.25
1417,463,3.89999999990687,1216662.5
1415,464,3.90000000037253,1217429.25
1408,466,4,1217452
1404,470,3.89999999990687,1207366.5
1396,473,3.89999999990687,1207505.25
1391,476,3.89999999990687,1207567.75
1385,479,3.89999999990687,1207612
1383,481,3.90000000037253,1206334.5
1381,484,4,1206305.25
1376,485,3.89999999990687,1206291.75
1373,486,3.89999999990687,1206247.75
1371,487,7.79999999981374,1206234.5
1369,488,4,1206057.25
1368,489,3.90000000037253,1206059.75
1368,487,7.79999999981374,1206229.25
1369,485,3.89999999990687,1206226.5
1371,485,4,1206236
1373,483,7.8000000002794,1206260
1375,483,4,1206256
1377,482,4,1206285.25
1379,482,8,1206281.25
1382,483,4,1206323.75
1385,484,4,1206393.25
1386,485,8,1206391.75
1390,485,3.89999999990687,1206375.75
1393,485,4,1207192
1397,484,8,1207177.25
1402,479,4,1207315.75
1407,477,4,1207300
1411,475,4,1217482.5
1415,471,4,1217408
1419,469,4,1217398.5
1422,468,4,1217356
1425,466,4,1217037.25
1427,464,4,1217029.25
1431,463,4,1216960
1433,462,4,1216957.25
1436,462,3.89999999990687,1216942.5
1439,463,4,1216938.5
1442,463,4,1220179.75
1445,463,4,1220174.5
1447,463,4,1220160
1450,465,4,1220039.75
1454,467,4,1220083.75
1459,467,8,1219744
1461,468,4,1219723.75
1463,468,4,1219727.75
1462,469,8,1219725.25
1461,470,4,1219719.75
1458,472,3.89999999990687,1219790.5
1454,477,8,1219853.25
1451,483,4,1218634.5
1448,487,4,1218687.75
1442,494,8,1218808
1437,500,4,1218249.25
1434,505,4,1218183.75
1429,511,8,1218150.5
1424,517,4,1927601.25
1421,520,4,1927729.25
1419,524,8,1927711.75
1416,528,3.89999999990687,1928000
1414,529,4,1927997.25
1412,531,4,1927989.25
1410,531,4,1927947.75
1409,530,4,1927949.25
1409,528,4,1927939.75
1408,523,4,1927877.25
1408,520,4,1927872
1409,513,4,1927848
1409,506,4,1217869.25
1409,503,4,1217854.5
1410,497,4,1217805.25
1411,491,4,1217760
1411,489,4,1217764
1411,486,4,1217563.75
1411,484,4,1217567.75
1411,483,4,1217546.5
1411,480,4,1217541.25
1411,480,4,1217541.25
1410,481,4,1217543.75
1410,483,4,1217547.75
1410,490,8.10000000009313,1217762.5
1410,496,4,1217806.5
1409,502,4,1217853.25
1407,505,8,1206974.5
1406,507,4,1206963.75
1405,509,4,1206946.5
1405,510,8,1206951.75
1404,511,4,1206949.25
1402,512,4,1938790.5
1402,515,8.10000000009313,1938785.25
1401,519,4,1938812
1399,520,4,1938901.25
1400,519,8,1938815.75
1400,517,4,1938801.25
1401,516,4,1938803.75
1403,515,4,1938784
1405,512,4,1938777.25
