x,y,t,h
966,466,4,789298.5
966,466,3.89999999990687,789298.5
965,466,3.90000000037253,789303.75
965,467,4,789300
966,468,3.89999999990687,789294.5
969,468,3.89999999990687,789369.25
968,468,4,789370.5
967,467,7.89999999990687,789296
966,470,3.89999999990687,789288
967,471,3.90000000037253,789290.5
967,472,7.89999999990687,789461.25
966,473,3.89999999990687,789463.75
966,471,4,789289.25
966,471,7.89999999990687,789289.25
966,469,3.89999999990687,789293.25
966,469,3.90000000037253,789293.25
964,467,7.89999999990687,789301.25
964,467,3.89999999990687,789301.25
964,467,4,789301.25
963,466,7.79999999981374,789257.25
965,464,4,789307.75
964,464,3.90000000037253,789306.5
963,463,4,789232
963,463,3.89999999990687,789232
963,463,3.89999999990687,789232
963,465,4,789254.5
961,464,3.89999999990687,789251.75
961,466,3.89999999990687,789261.25
961,467,4,789260
961,469,3.90000000037253,789266.5
961,469,4,789266.5
960,472,3.89999999990687,789482.5
959,475,3.89999999990687,794288
960,475,4,789487.75
959,476,3.89999999990687,794287.75
960,479,3.89999999990687,789503.75
960,481,4,789507.75
961,482,3.90000000037253,789511.75
962,483,3.89999999990687,789513.25
963,487,4,789552
965,487,4,789548
968,490,4,789646.5
971,492,4,789663.75
972,492,4,789664
974,495,4,789673.25
976,498,8,790030.5
979,500,4,790047.75
980,501,3.89999999990687,790051.75
981,501,8,790050.5
982,501,4,790061.25
983,501,4,790060
984,502,8,790140
984,502,4,790140
984,504,4,790144
985,504,7.89999999990687,790145.25
986,504,4,790158.5
987,505,4,790156
986,503,8,790129.25
985,502,4,790141.25
985,500,4,790137.25
984,500,4,790138.5
982,498,3.89999999990687,790066.5
982,498,4,790066.5
981,497,4,790072
980,495,4,789957.25
978,491,4,789985.25
977,491,4,789998.5
700,608,71.8000000002794,553968
697,608,4,553963.75
695,612,4,553765.25
693,614,8,553773.25
691,618,3.89999999990687,553801.25
691,620,4,553823.75
688,623,8,553813.25
686,629,4,553453.25
686,635,4,553233.25
687,636,8,553231.75
688,639,4,553215.75
688,640,4,560896
687,646,8,560875.75
