x,y,t,h
1158,421,15.6999999992549,1150605.25
1156,417,4,1150619.75
1153,415,3.89999999850988,1147222.5
1150,417,3.90000000223517,1143127.75
1146,418,4,1143138.5
1143,418,3.89999999850988,1143187.75
1141,419,3.89999999850988,1143198.5
1134,420,3.90000000223517,1143372
1134,425,4,1143357.25
1128,428,3.89999999850988,1143322.5
1127,429,3.90000000223517,1143526.5
1126,435,4,1143603.75
1123,439,3.89999999850988,1143578.5
1119,444,3.89999999850988,1143813.25
1117,446,4,1143821.25
1115,448,3.90000000223517,1139023.75
1113,451,3.89999999850988,1139014.5
1111,454,4,1138987.75
1109,457,3.90000000223517,1139160
1108,459,3.89999999850988,1139167.75
1107,462,3.89999999850988,1139193.25
1104,465,4,1139201.25
1103,467,3.90000000223517,1139536
1102,470,7.89999999850988,1139522.5
1101,470,3.90000000223517,1139527.75
1101,471,3.89999999850988,1139524
1102,472,7.89999999850988,1139518.5
1103,473,3.90000000223517,1139516
1104,474,3.89999999850988,1139436
1105,474,7.90000000223517,1139437.25
1105,475,3.89999999850988,1139438.5
1106,476,4,1139444
1107,476,7.80000000074506,1139445.25
1107,476,3.89999999850988,1139445.25
1106,476,4,1139444
1107,478,8,1139449.25
1105,479,4,1139452
1105,481,4,1140648
1104,483,4,1140645.25
1103,484,4,1139813.25
1100,489,4,1139857.25
1100,489,3.90000000223517,1139857.25
1169,650,44,1977165.25
1175,658,4,1976467.75
1175,663,4,1976448
1178,656,4,1976422.5
1178,659,4,1976417.25
1176,657,8,1976427.75
1174,652,4,1977198.5
1172,650,4,1977206.5
1172,649,8,1977209.25
1173,649,4,1977208
1175,651,4,1977200
1177,652,8,1977233.25
1179,653,4,1977244
1179,653,4,1977244
1181,654,8,1977255.75
1183,654,4,1977259.75
1185,655,4,1977596
1187,655,8,1977594.5
1188,656,4,1977616
1188,656,4,1977616
1189,657,8,1977618.5
1188,657,4,1977617.25
1187,657,4,1977612
1186,657,4,1977613.25
1186,657,4,1977613.25
1184,658,4,1977604
1181,659,3.89999999850988,1976414.5
1180,659,4,1976415.75
1179,660,4,1976437.25
1178,662,4,1976440
1177,664,4,1976363.75
1177,665,4,1976360
1176,667,4,1976357.25
1175,669,4,1976550.5
1176,669,4,1976345.25
1175,671,4,1976554.5
1175,673,4,1976086.5
1177,674,4,1976295.75
1177,673,4,1976296
1177,673,4,1976296
1177,673,4,1976296
1177,672,4,1976299.75
1178,672,8,1976300
1177,673,4,1976296
1179,671,4,1976336
1179,672,8,1976303.75
1179,671,4,1976336
1178,670,4,1976338.5
1179,669,8,1976350.5
1178,671,4,1976339.75
1178,672,4,1976300
1179,674,8,1976289.25
1181,673,4,1976306.5
1348,814,32,1881286.5
1343,808,4,1876287.75
1346,799,4,1881073.25
1349,804,4,1881121.25
1354,803,4,1881161.25
1358,804,4,1881188
1361,807,4,1882004
1363,808,4,1881967.75
1366,806,4,1881986.5
1367,804,4,1881989.25
1367,801,4,1882044
1371,801,4,1882054.5
1371,800,4,1882053.25
1372,801,4,1882105.25
1373,801,4,1882104
1375,801,4,1882110.5
1372,801,4,1882105.25
1371,800,4,1882053.25
1369,800,4,1882051.75
1368,800,4,1882048
1367,799,4,1880768
1367,797,8,1880782.5
1366,796,4,1880780
1366,793,4,1880791.75
1366,795,8,1880785.25
1365,794,4,1880797.25
1363,793,4,1880804
1364,793,8,1880795.75
1365,793,4,1880792
1367,791,4,1880618.5
1370,791,8,1880689.25
1370,791,4,1880689.25
1371,792,4,1880719.75
1372,792,8,1880720
1375,793,4,1880726.5
1377,792,4,1883499.75
1382,792,8,1883518.5
1384,792,4,1883434.5
1385,792,4,1883433.25
1400,926,32,1866774.5
1401,923,4,1866788
1400,926,4,1866774.5
1402,927,4,1866771.75
1401,929,4,1866690.5
1401,930,4,1866701.25
1402,934,4,1866712
1402,935,4,1866713.25
1399,937,4,1866620
1396,937,8,1866611.75
1393,936,4,1866603.75
1392,937,4,1866601.25
1390,937,8,1865879.75
1390,936,4,1865876
1389,937,4,1865874.5
1389,936,4,1865875.75
1388,936,4,1865872
1388,935,4,1865839.75
1387,935,4,1865840
1386,935,8,1865841.25
1386,935,4,1865841.25
1387,935,4,1865840
1388,936,8,1865872
1388,937,4,1865873.25
1387,940,4,1865909.25
1387,941,8,1865908
1386,943,4,1865905.25
1388,942,4,1865902.5
1388,940,4,1865888
1387,939,3.89999999850988,1865866.5
1387,937,4,1865868
1388,935,3.90000000223517,1865839.75
1387,935,3.89999999850988,1865840
1386,933,4,1865847.75
1385,932,3.90000000223517,1865849.25
1386,929,3.89999999850988,1865805.25
1385,928,4,1865793.25
1384,926,3.89999999850988,1867070.5
1383,926,4,1867075.75
1385,928,3.90000000223517,1865793.25
1386,930,3.89999999850988,1865800
1386,932,4,1865846.5
1387,934,3.90000000223517,1865843.75
1388,935,3.89999999850988,1865839.75
1389,935,4,1865836
1390,935,3.89999999850988,1865835.75
1391,936,3.90000000223517,1865877.25
1392,935,7.89999999850988,1866645.25
