x,y,t,h
991,540,3.89999999996508,784389.25
990,540,3.90000000002328,784390.5
990,540,7.89999999996508,784390.5
990,539,3.90000000002328,784441.25
990,539,3.90000000002328,784441.25
990,538,8,784440
990,537,4.09999999997672,784445.25
989,536,4,784433.25
989,535,8,784452
989,534,4,784455.75
988,533,4,784457.25
987,532,8,784501.25
986,531,4,784481.25
985,530,4,784493.25
984,531,4,784495.75
983,531,4,784528
982,531,4,784529.25
982,532,4,784524
981,533,4,784520
982,534,4,784514.5
982,535,4,784515.75
982,536,4,784596
983,537,4,784598.5
984,539,4,784421.25
985,539,4,784420
985,539,4,784420
986,539,4,784419.75
987,540,4,784415.75
987,539,4,784416
987,539,4,784416
987,538,4,784417.25
987,537,4,784430.5
987,536,4,784431.75
986,536,8,784428
987,535,4,784506.5
973,438,60,800205.25
971,437,4,800222.5
970,435,4,800227.75
967,433,4,800022.5
967,431,4,799936
966,432,4,800020
966,433,4,800023.75
966,434,4,800024
967,436,4,800037.25
967,438,4,800041.25
969,439,4,800212
969,440,4,800131.75
970,442,4,800136
970,444,4,800158.5
971,445,4,800156
971,448,4,789093.25
971,450,4,789091.75
971,451,4,789088
971,454,4,789113.25
969,455,4,789116
968,456,4,789034.5
966,458,4,789208
964,461,8,789217.25
961,462,4,789245.25
959,462,4,794369.25
957,464,8,794353.25
955,465,4,794350.5
954,465,4,794349.25
952,464,7.90000000002328,794346.5
951,463,4,794432
950,463,4,794433.25
948,463,8,794447.75
947,462,4,794449.25
946,461,4,794461.25
945,460,8,794459.75
945,461,4,794456
944,460,4,794458.5
943,459,8,793754.5
943,459,4,793754.5
942,459,4,793755.75
941,460,4,793763.75
942,460,4,793764
942,461,4,793767.75
942,461,4,793767.75
944,461,4,794457.25
518,369,80,890301.25
515,361,4,890478.5
515,362,4,890465.25
511,355,8,158042.5
509,352,4,158035.75
507,350,4,157363.75
506,348,8,157366.5
505,346,4,157319.75
504,344,4,157312
504,342,8,157308
504,343,4,157311.75
504,340,4,157306.5
504,340,8,157306.5
504,339,4,157253.25
504,339,4,157253.25
505,339,8,157254.5
506,338,4,157256
506,338,4,157256
507,337,8,157260
508,336,4,157264
508,337,4,157265.25
509,337,4,157266.5
511,337,4,157270.5
511,337,4,157270.5
512,337,4,891305.25
513,337,8,891304
513,338,4,891303.75
512,339,4,891301.25
512,339,4,891301.25
512,340,4,891290.5
512,341,4,891289.25
512,341,4,891289.25
511,341,8,157286.5
512,342,4,891286.5
512,342,4,891286.5
511,342,8,157289.25
508,342,4,157294.5
501,342,4,157223.75
497,341,8,157202.5
494,341,4,157517.25
487,340,4,157583.75
484,338,4,157596
480,337,4,157611.75
477,334,4,156423.75
475,333,4,156470.5
473,331,8,156462.5
471,330,4,156539.75
470,329,4,156541.25
471,328,3.89999999996508,156543.75
471,327,3.90000000002328,156544
471,327,4,156544
472,326,3.89999999996508,156628
474,326,3.90000000002328,156632
475,326,4,156635.75
476,327,3.90000000002328,156645.25
475,328,3.89999999996508,156453.25
475,329,4,156452
475,329,3.90000000002328,156452
475,329,4,156452
475,329,3.89999999996508,156452
475,328,3.90000000002328,156453.25
475,328,4,156453.25
474,328,3.90000000002328,156454.5
474,328,3.89999999996508,156454.5
473,327,4,156630.5
472,327,3.90000000002328,156629.25
473,326,3.89999999996508,156631.75
472,326,4,156628
473,325,3.90000000002328,156626.5
472,324,3.90000000002328,156624
472,323,4,156623.75
473,322,7.79999999998836,156621.25
474,322,4,156616
474,322,3.89999999996508,156616
475,322,7.90000000002328,156617.25
475,322,3.90000000002328,156617.25
474,323,3.89999999996508,156619.75
474,323,7.90000000002328,156619.75
475,324,4,156639.75
474,325,3.89999999996508,156637.25
474,326,7.90000000002328,156632
474,327,3.90000000002328,156633.25
557,748,70.8999999999651,587937.25
558,750,4,587944
557,754,4,588637.25
556,755,4,588639.75
555,757,4,588662.5
555,759,3.90000000002328,588666.5
555,761,4,588590.5
555,763,8,588576
555,764,4,588575.75
555,766,4,588561.25
555,767,8,588560
556,768,4,593658.5
556,768,4,593658.5
557,769,8,593656
558,768,4,593660
559,768,4,593663.75
559,767,7.89999999996508,588544
559,767,4,588544
560,765,4,588529.25
560,764,8,588528
561,762,4,588525.25
561,760,4,588521.25
561,759,8,588310.5
561,758,4,588311.75
561,757,4,588306.5
561,757,4,588306.5
560,757,4,588307.75
561,755,3.90000000002328,588300
561,754,4,588301.25
561,754,4,588301.25
562,753,4,588295.75
562,752,4,588292
562,752,4,588292
562,751,4,588283.75
562,752,4,588292
562,751,4,588283.75
563,751,4,588282.5
563,750,4,588281.25
563,749,4,588278.5
563,749,4,588278.5
563,749,4,588278.5
564,750,3.90000000002328,588230.5
563,751,4,588282.5
564,751,4,588229.25
564,751,8,588229.25
564,751,4,588229.25
564,752,4,588346.5
564,752,8,588346.5
564,753,4,588345.25
565,754,4,588343.75
564,755,8,588341.25
564,756,4,588320
563,756,4,588319.75
564,755,8,588341.25
