x,y,t,h
919,315,8,814800
919,315,4,814800
919,314,4,814803.75
920,312,8,814720
920,311,4,814719.75
921,309,4,814712
923,307,7.90000000002328,814666.5
925,306,4,814685.25
927,304,4,814677.25
928,304,8,811434.5
931,303,4,811600
934,301,4,811591.75
938,300,8,811572
940,298,4,811548
943,296,4,811541.25
945,292,7.90000000002328,811833.25
948,291,4,811807.75
951,289,4,811798.5
954,285,8,812087.75
957,282,4,812061.25
960,281,4,809963.75
961,279,4,809750.5
962,278,3.90000000002328,809752
963,277,3.89999999990687,809756
965,277,4,809762.5
966,278,3.90000000002328,809768
967,281,3.90000000002328,809940
968,282,4,809860
968,286,3.90000000002328,809916
966,289,7.90000000002328,810007.75
964,291,3.89999999990687,810015.75
962,294,3.90000000002328,810034.5
960,294,7.90000000002328,810044
1275,463,39.3000000000466,1159066.5
1271,461,7.89999999990687,1159020
1271,462,3.90000000002328,1159019.75
1273,461,3.90000000002328,1159058.5
1272,461,3.90000000002328,1159059.75
1273,463,7.90000000002328,1159062.5
1272,462,3.89999999990687,1159060
1273,462,4,1159063.75
1272,462,3.90000000002328,1159060
1269,458,3.90000000002328,1159031.75
1265,456,4,1158979.75
1263,454,3.90000000002328,1158891.75
1260,454,3.90000000002328,1158884
1258,454,4,1158872
1254,453,3.89999999990687,1158791.75
1255,452,3.90000000002328,1158789.25
1253,449,3.90000000002328,1158834.5
1254,449,4,1158845.25
1252,448,3.90000000002328,1158832
1251,449,3.90000000002328,1158830.5
1254,450,4,1158840
1254,450,3.89999999990687,1158840
1257,452,3.90000000002328,1158865.25
1259,452,4,1158879.75
1263,453,3.90000000002328,1158892
1265,454,3.90000000002328,1158973.25
1266,456,4,1158980
1266,457,7.79999999993015,1158983.75
1264,458,4,1158990.5
1263,458,3.90000000002328,1158675.75
1263,455,7.90000000002328,1158890.5
1262,454,3.90000000002328,1158888
1262,456,4,1158678.5
1262,456,7.79999999993015,1158678.5
1262,456,4,1158678.5
1261,455,3.90000000002328,1158886.5
1258,454,7.80000000004657,1158872
1256,454,4,1158868
1255,452,3.90000000002328,1158789.25
1255,453,7.89999999990687,1158788
1254,453,3.90000000002328,1158791.75
1254,454,3.90000000002328,1158786.5
1254,453,4,1158791.75
1255,453,3.90000000002328,1158788
1255,452,3.90000000002328,1158789.25
1257,451,4,1158860
1257,450,3.89999999990687,1158861.25
1260,449,3.90000000002328,1158905.25
1262,448,4,1158908
1262,449,3.90000000002328,1158909.25
1264,449,3.90000000002328,1158915.75
1265,450,4,1158919.75
1264,451,3.90000000002328,1158917.25
1263,453,3.89999999990687,1158892
1261,455,4,1158886.5
1260,455,3.90000000002328,1158885.25
1257,456,3.90000000002328,1158697.25
1256,459,4,1158703.75
1254,461,3.90000000002328,1158727.75
1251,462,3.90000000002328,1158737.25
1251,462,4,1158737.25
1249,463,7.79999999993015,1158740
1249,464,3.90000000002328,1158571.75
1249,464,4,1158571.75
1249,464,7.80000000004657,1158571.75
1250,464,4,1158572
1250,463,3.89999999990687,1158739.75
1250,461,7.90000000002328,1158749.25
1251,459,3.90000000002328,1158752
1252,459,3.90000000002328,1158773.25
1255,460,7.90000000002328,1158725.25
1257,461,3.89999999990687,1158706.5
1260,461,4,1158665.25
1262,460,7.80000000004657,1158668
1263,459,4,1158672
1265,457,3.90000000002328,1158978.5
1264,456,7.90000000002328,1158976
1264,456,3.89999999990687,1158976
1263,454,3.90000000002328,1158891.75
1262,452,4,1158894.5
1260,449,3.90000000002328,1158905.25
1257,447,3.90000000002328,1160126.5
1255,445,4,1160142.5
1252,445,4,1160137.25
1249,446,4,1160189.25
1247,445,4,1160196
1246,447,4,1160193.25
1244,448,4,1155408
1243,452,4,1155445.25
1242,455,4,1155441.25
1241,459,4,1155462.5
1239,463,4,1155520
1238,465,4,1155645.25
1237,466,4,1155639.75
1236,468,4,1155616
1236,470,4,1155620
1235,472,4,1155813.25
1235,473,4,1155812
1234,475,8.09999999997672,1155809.25
1234,474,4,1155810.5
1235,474,4,1155811.75
1235,474,8,1155811.75
1236,474,4,1155804
1236,474,4,1155804
1236,474,8,1155804
1236,474,4,1155804
1234,475,4,1155809.25
1233,475,8,1155822.5
1231,476,4,1155845.25
1231,477,4,1155844
1229,478,8,1155853.25
1228,479,4,1155855.75
1228,478,4,1155852
1226,477,8,1155869.25
1225,477,4,1155864
1223,475,4.09999999997672,1156058.5
1223,475,4,1156058.5
1224,473,4,1155881.25
1224,472,4,1155882.5
1225,470,4,1155965.25
1225,469,4,1155954.5
1226,468,4,1155956
1227,466,4,1155939.75
1227,468,4,1155957.25
1228,469,4,1155913.25
1230,471,4,1155907.75
1232,473,4,1155819.75
1233,474,4,1155821.25
1234,476,4,1155828
1235,476,4,1155829.25
1235,478,4,1155833.25
1236,479,4,1155781.25
1236,481,4,1157043.75
1236,483,4,1157045.25
1237,484,4,1157001.25
1237,486,8,1157005.25
1239,485,4,1156996
1241,485,4,1157074.5
1240,486,8,1157076
1243,487,4,1157082.5
1245,488,4,1156889.25
1246,488,8,1156886.5
1247,490,4,1156883.75
1248,491,4,1157359.75
1249,491,8,1157358.5
1251,490,4,1157347.75
1251,492,4,1157365.25
1252,492,8,1157322.5
1251,492,4,1157365.25
1251,492,4,1157365.25
1249,493,8,1157362.5
1251,492,4,1157365.25
1251,491,4,1157344
1252,490,8.09999999997672,1157340
1253,490,4,1157341.25
1252,489,4,1157339.75
1249,491,8,1157358.5
1248,488,4,1157354.5
1246,487,4,1157097.25
1245,487,8,1157094.5
1244,486,4,1157092
1243,484,4,1157087.75
1243,483,4,1157066.5
1240,483,4,1157071.75
1238,482,4,1157048
1237,480,4,1157041.25
1236,478,8,1155782.5
1235,474,4,1155811.75
1235,471,4,1155610.5
1233,468,8,1155601.25
1232,465,4,1155585.25
1232,463,4,1155583.75
1232,458,8,1155564
1231,454,4,1155267.75
1232,451,4,1155343.75
1234,448,8,1155332
1233,447,4,1160446.5
1236,445,4,1160417.25
1235,444,8,1160437.25
1236,445,4,1160417.25
1238,445,4,1160423.75
1239,446,4,1160425.25
1240,445,3.90000000002328,1160217.25
1240,446,4,1160214.5
1240,447,3.90000000002328,1160213.25
1241,448,3.90000000002328,1155393.25
1240,449,4,1155395.75
1241,450,3.90000000002328,1155399.75
1240,449,3.89999999990687,1155395.75
1241,449,4,1155394.5
1241,449,3.90000000002328,1155394.5
1242,448,3.90000000002328,1155406.5
1242,446,4,1160210.5
1244,445,3.90000000002328,1160203.75
1245,443,3.90000000002328,1160246.5
1247,441,4,1160252
1247,441,3.89999999990687,1160252
1248,439,3.90000000002328,1159957.25
1247,439,4,1160256
1248,438,3.90000000002328,1159956
1249,438,3.90000000002328,1159959.75
1249,437,4,1159954.5
1250,437,3.90000000002328,1159965.25
1251,437,4,1159964
1252,437,7.79999999993015,1159971.75
1253,436,4,1159969.25
1253,436,3.90000000002328,1159969.25
1255,435,7.90000000002328,1159984
1256,437,3.90000000002328,1160059.75
1257,436,3.89999999990687,1160057.25
1259,438,7.90000000002328,1160051.75
1260,438,3.90000000002328,1160046.5
1262,440,4,1160084
1263,442,7.80000000004657,1160089.25
1264,443,4,1159269.25
1264,446,3.89999999990687,1159254.5
1264,449,7.90000000002328,1158915.75
1264,451,3.90000000002328,1158917.25
1264,453,3.90000000002328,1158971.75
1263,455,7.90000000002328,1158890.5
1264,456,4,1158976
1264,458,3.89999999990687,1158990.5
1262,459,3.90000000002328,1158673.25
1260,460,4,1158666.5
1257,460,3.90000000002328,1158707.75
1256,460,3.90000000002328,1158704
1255,460,4,1158725.25
1253,460,3.90000000002328,1158729.25
1251,460,3.89999999990687,1158751.75
1249,460,4,1158747.75
1248,460,3.90000000002328,1158746.5
1246,460,3.90000000002328,1155492
1244,461,4,1155489.25
1243,462,4,1155507.75
1243,463,4,1155504
1242,464,4,1155662.5
1241,465,4,1155650.5
1240,466,4,1155652
1238,467,4,1155635.75
1238,467,4,1155635.75
1237,467,4,1155636
1233,466,7.90000000002328,1155597.25
1234,465,4,1155591.75
1234,463,4,1155579.75
1237,462,8,1155527.75
1238,461,4,1155533.25
1241,459,4,1155462.5
1244,458,8,1155486.5
1245,457,4,1155474.5
789,602,67.7999999999302,760029.25
788,604,4,760032
787,607,4,760048
785,609,4,759554.5
784,612,4,759610.5
781,612,4,759521.25
780,614,4,759524
779,616,4,759333.25
778,615,4,759513.25
777,614,4,759511.75
776,614,4,759508
775,613,4,759428
773,613,3.90000000002328,759432
771,612,4,759455.75
770,612,4,759452
769,612,4,759451.75
769,613,8,759448
768,613,4,759449.25
768,615,4,759445.25
767,618,8,551321.25
766,621,4,551335.75
765,624,4,551507.75
764,626,8,551518.5
763,628,4,551541.25
764,630,4,551534.5
763,632,8,551567.75
762,634,4,551560
762,635,4,551561.25
763,636,8,551605.25
762,636,4,551606.5
762,636,4,551606.5
763,636,4,551605.25
762,635,4,551561.25
762,633,4,551565.25
763,632,4,551567.75
762,628,4,551542.5
