x,y,t,h
1285,587,2492.20000000001,1945822.5
1286,592,3.89999999999418,1945876
1280,591,3.89999999999418,1945855.75
1274,592,7.90000000002328,1986284
1268,594,3.89999999999418,1986078.5
1259,595,4,1986016
1253,588,8,1985739.75
1270,595,4.10000000000582,1986075.75
1262,594,4,1986040
1255,592,8,1985813.25
1240,596,4,1984624
1247,598,4,1984577.25
1240,597,8,1984625.25
1237,603,4,1984732
1240,602,4,1984550.5
1236,602,4,1984734.5
1230,601,4,1984791.75
1238,602,4,1984728
1241,602,4,1984551.75
1235,599,3.89999999999418,1984698.5
1243,595,4,1984608
1245,597,4,1984584
1238,593,4,1984663.75
1251,592,4,1985807.75
1249,590,4,1985789.25
1247,589,4,1985452
1254,588,4,1985740
1259,587,4,1985674.5
1267,582,4,1986449.25
1262,582,4,1985640
1274,580,4,1986526.5
1274,579,4,1986507.75
1266,580,4,1986460
1275,579,4,1986506.5
1272,577,4,1986497.25
1356,528,323.600000000006,1940304
