x,y,t,h
537,891,4,605830.5
537,890,4,605831.75
537,886,4,605821.25
537,880,4.09999999997672,605761.25
537,877,4,605624
536,874,4,605572
535,872,4,605653.25
534,868,4,605486.5
533,866,4,605495.75
532,863,4,604239.75
531,859,4,604256
531,856,4,604271.75
530,856,4,604268
531,860,4,604255.75
531,864,4,605445.25
533,864,4,605499.75
536,865,8,605507.75
536,865,4,605507.75
536,867,4,605509.25
537,865,8,605506.5
538,864,4,605518.5
538,864,4,605518.5
538,863,8,604219.75
1274,441,104.100000000035,1159207.75
1275,437,4,1159388
1275,436,4,1159391.75
1272,433,4,1159361.25
1271,429,4,1159654.5
1270,428,4,1159652
1266,426,4,1159624
1266,425,4,1159629.25
1264,424,8,1159616
1267,423,4,1159610.5
1268,423,4,1159557.25
1271,424,8,1159637.25
1273,425,4,1159464
1273,426,4,1159463.75
1271,428,8,1159653.25
1269,430,4,1159661.25
1266,431,4,1159665.25
1267,432,8,1159343.75
1263,433,4,1160022.5
1263,433,4,1160022.5
1262,434,8,1160024
1259,434,4,1160011.75
1259,436,4,1160053.25
1257,437,8,1160056
1256,438,4,1160060
1255,438,4,1159979.75
1257,438,4,1160061.25
1259,439,4,1160048
1261,439,4,1160044
1263,437,3.89999999996508,1160038.5
1263,438,8,1160041.25
1264,438,4,1159318.5
1264,438,4,1159318.5
1263,435,4,1160026.5
1263,434,4,1160025.25
1263,433,4,1160022.5
1264,432,4,1159338.5
1263,432,4,1160021.25
1259,435,4,1160010.5
1256,441,4,1160067.75
1254,449,4,1158845.25
1251,452,8,1158815.75
1249,455,4,1158804
1247,458,4,1155481.25
1246,457,8,1155479.75
1246,458,4,1155480
1245,461,4,1155490.5
1245,464,4,1155667.75
1245,467,4,1155676
1247,468,4,1155685.25
1249,470,4,1158551.75
1250,472,8,1158508
1252,472,4,1158512
1254,474,4,1158520
1255,473,8,1158524
1255,474,4,1158523.75
1255,475,4,1158522.5
1256,477,8,1158449.25
1256,477,4,1158449.25
1256,477,4,1158449.25
1255,477,3.90000000002328,1158468
1255,477,4,1158468
1255,477,4,1158468
1255,478,4,1158467.75
1253,477,4,1158472
1253,479,3.90000000002328,1158478.5
1252,481,3.89999999996508,1157177.25
1252,482,4,1157174.5
1252,483,3.90000000002328,1157173.25
1253,485,3.89999999996508,1157154.5
1253,488,4,1157337.25
1254,489,3.90000000002328,1157335.75
1253,490,3.90000000002328,1157341.25
