x,y,t,h
950,515,3.89999999996508,771379.75
951,515,8,771376
952,516,4,771450.5
953,517,4,771448
953,518,8,771453.25
953,516,4,771449.25
953,516,4,771449.25
954,516,7.90000000002328,771446.5
952,515,4,771397.25
951,513,4,771390.5
951,512,8,771391.75
950,510,4,790594.5
951,508,4,790597.25
951,508,8,790597.25
951,506,4,790651.75
952,504,3.89999999996508,790570.5
952,504,4,790570.5
951,503,4,790656
953,502,4,790743.75
955,501,4,790748
955,500,4,790751.75
956,499,4,790773.25
955,500,4,790751.75
953,501,4,790738.5
951,503,4,790656
948,505,3.90000000002328,790643.75
949,508,4,790601.25
949,512,4,771387.75
951,514,4,771377.25
948,517,4,771363.75
948,515,4,771381.25
948,517,4,771363.75
948,518,4,771364
948,520,4,771546.5
951,522,4,771539.75
950,523,7.90000000002328,771537.25
952,523,4,771461.25
950,522,4,771538.5
949,520,8,771545.25
948,518,4,771364
950,515,4,771379.75
952,511,8,790591.75
953,509,4,790578.5
952,505,4,790571.75
953,499,8,790732
955,498,4,790729.25
960,495,4,789589.25
963,495,8,789594.5
968,494,4,789652
967,495,4,789610.5
968,497,8,790379.75
971,497,4,790372
968,500,3.89999999996508,790384
968,503,8,790399.75
967,505,4,790486.5
966,507,4,790491.75
965,510,8,790509.25
964,511,4,790511.75
963,515,4,785056
960,517,4,785049.25
962,518,4,785042.5
963,518,4,785041.25
962,518,4,785042.5
963,518,4,785041.25
965,518,4,785037.25
967,517,4,785028
968,515,4,785103.75
971,514,4,785097.25
971,514,4,785097.25
970,512,4,785092
972,511,4,790287.75
970,511,4,790291.75
968,511,4,790293.25
968,511,3.90000000002328,790293.25
966,509,4,790503.75
965,511,8,790508
963,512,4,785071.75
964,514,4,785076
961,515,8,785060
961,516,4,785051.75
960,518,4,785046.5
958,519,7.89999999996508,771435.75
957,520,4,771475.75
956,521,4,771473.25
954,523,8,771465.25
954,528,4,771662.5
953,527,4,771518.5
951,530,7.80000000004657,771633.25
949,532,4,771617.25
948,534,3.89999999996508,771620
948,537,3.90000000002328,771803.75
948,538,4,771804
947,540,3.89999999996508,771829.25
948,540,3.90000000002328,771786.5
948,541,3.90000000002328,771785.25
948,539,4,771807.75
948,535,3.89999999996508,771621.25
948,534,3.90000000002328,771620
948,532,4,771616
948,531,3.89999999996508,771637.25
964,736,35.4000000000233,722608
966,721,7.79999999998836,723389.25
968,708,4,723664
970,714,3.90000000002328,723490.5
971,716,7.79999999998836,723509.25
973,717,4,723464
