x,y,t,h
963,527,4,784976
963,527,4,784976
962,527,4,784979.75
962,528,4,784812
962,530,4,784802.5
963,530,4,784801.25
963,532,4,784799.75
963,534,4,784785.25
963,535,4,784784
963,535,4,784784
964,537,4,784755.75
963,537,4,784750.5
962,536,4,784748
963,535,8,784784
962,535,4,784787.75
962,535,4,784787.75
962,536,8,784748
962,536,4,784748
962,536,4,784748
961,539,8,784740
962,540,4,784732
963,542,4,784721.25
964,544,8,784048
967,548,4,784005.25
969,551,3.89999999990687,784086.5
970,551,8,784089.25
972,551,4,784101.25
973,553,4,783896
974,553,8,783895.75
975,552,4,783893.25
977,551,4,784190.5
979,549,8,784180
980,548,4,784160
965,474,43.9000000001397,789469.25
963,476,4,789493.25
961,475,4,789486.5
959,472,4,794303.75
958,473,4,794301.25
959,475,4,794288
958,477,4,794285.25
959,478,8,794283.75
959,479,4,794282.5
959,481,4,790868
959,482,8,790867.75
960,482,4,789508
960,483,4,789509.25
959,483,8,790864
960,485,4,789563.75
962,487,4,789553.25
961,488,7.89999999990687,789571.75
961,483,4,789510.5
962,488,3.89999999990687,789572
962,483,3.9000000001397,789513.25
964,488,7.69999999995343,789626.5
964,481,3.89999999990687,789521.25
966,479,3.9000000001397,789443.75
969,480,3.80000000004657,789739.75
962,375,58.0999999998603,804243.75
961,376,3.80000000004657,804203.75
963,374,3.89999999990687,804241.25
964,371,3.9000000001397,804277.25
964,373,7.69999999995343,804235.75
966,372,3.89999999990687,804230.5
965,373,3.9000000001397,804232
968,371,7.69999999995343,804303.75
971,372,3.89999999990687,804319.75
971,373,3.9000000001397,804316
972,373,7.69999999995343,804323.75
973,374,3.89999999990687,804327.75
975,374,3.9000000001397,804331.75
975,374,7.69999999995343,804331.75
973,375,3.89999999990687,804326.5
975,377,3.9000000001397,804116
974,377,7.69999999995343,804119.75
975,375,3.89999999990687,804330.5
974,375,3.80000000004657,804329.25
974,374,7.80000000004657,804328
974,373,3.89999999990687,804333.25
973,372,3.80000000004657,804321.25
971,373,3.9000000001397,804316
970,371,3.89999999990687,804299.75
970,370,3.89999999990687,804296
970,370,3.80000000004657,804296
969,368,3.9000000001397,804291.75
968,369,3.89999999990687,804289.25
968,369,3.89999999990687,804289.25
967,370,3.80000000004657,804283.75
966,370,4,804280
965,370,4,804279.75
965,371,4,804278.5
966,370,4,804280
966,371,4,804281.25
965,372,4,804233.25
966,371,4,804281.25
966,373,4,804231.75
967,373,4,804228
966,374,3.9000000001397,804226.5
1074,701,47.8999999999069,2017885.25
1079,702,4,2017899.75
1078,703,8,2017897.25
1080,705,4,2028907.75
1081,706,4,2028909.25
1086,707,8,2028881.25
1087,707,4,2028880
1088,710,4,2023444
1086,710,7.89999999990687,2028866.5
1084,708,4,2028874.5
1084,708,4,2028874.5
1087,708,4,2028879.75
1087,707,4,2028880
1088,705,4,2023425.25
1088,703,4,2023423.75
1088,701,4,2023409.25
1089,699,4,2023406.5
1089,699,4,2023406.5
1088,697,4,2023403.75
1090,696,3.9000000001397,2023398.5
1091,695,4,2023194.5
1092,695,4,2023205.25
1092,693,4,2023203.75
1092,693,4,2023203.75
1092,693,4,2023203.75
1091,693,4,2023196
1092,693,4,2023203.75
1091,694,4,2023195.75
1091,693,4,2023196
1091,693,4,2023196
1089,694,7.89999999990687,2023191.75
1087,696,4,2017983.75
1086,696,4,2017980
1085,698,8,2017975.75
